Date,Day Name,Month,Year,Subways _Total _Ridership,Subways_%Prepandemic,Buses_Total_Ridership,Buses_%Prepandemic,AAR_Total_Ridership,AAR_%Prepandemic,Bridges&Tunnels_Total_Ridership,Bridges&Tunnels_%Prepandemic,LIRR_Total_Ridership,LIRR_%Prepandemic,MNR_Total_ Ridership,MNR_%Prepandemic,SIR_Total_ _Ridership,SIR_ %Prepandemic
12/17/2022,Saturday,12,2022,2577771,78,884283,70,16788,97,933667,106,114272,89,123286,78,2071,42
12/18/2022,Sunday,12,2022,1967199,77,668994,68,16036,90,842911,106,87146,82,87425,81,1487,44
12/19/2022,Monday,12,2022,3381411,63,1352455,68,25529,88,886717,100,178278,56,159383,57,6591,42
12/20/2022,Tuesday,12,2022,3586084,67,1398728,70,27148,93,923333,104,191991,61,173346,62,7046,45
12/21/2022,Wednesday,12,2022,3563236,67,1393290,70,28480,98,953676,108,191684,61,168379,60,6993,45
12/22/2022,Thursday,12,2022,3187083,60,1269330,63,25244,87,936662,106,177675,56,147366,53,5728,37
12/23/2022,Friday,12,2022,2738016,51,1057686,53,20359,70,812831,92,163716,52,138857,50,4523,29
12/24/2022,Saturday,12,2022,1411469,43,497129,39,12759,74,746316,84,61701,48,60373,38,1304,26
12/25/2022,Sunday,12,2022,1008452,40,321245,33,13709,77,730783,92,51896,49,47454,44,1005,30
12/26/2022,Monday,12,2022,1812842,71,644828,66,9327,52,764686,96,87401,82,89137,83,2214,65
12/27/2022,Tuesday,12,2022,2729514,51,1027687,51,21363,73,881989,100,178880,57,156503,56,5228,34
12/28/2022,Wednesday,12,2022,2947028,55,1088279,54,23571,81,891790,101,182226,58,163499,59,5407,35
12/29/2022,Thursday,12,2022,3039432,57,1099513,55,23200,80,916565,103,189075,60,167129,60,5597,36
12/30/2022,Friday,12,2022,3063480,57,1087122,54,22951,79,926881,105,193989,61,176215,63,5338,34
12/31/2022,Saturday,12,2022,1927101,58,651474,51,14090,82,686434,78,81590,64,81198,52,1847,37
1/1/2023,Sunday,1,2023,1675507,80,475226,52,11476,85,737533,108,67722,82,66309,73,1771,65
1/2/2023,Monday,1,2023,1938154,93,739507,81,10136,75,692984,102,76247,92,72403,80,2671,98
1/3/2023,Tuesday,1,2023,3175777,62,1268913,62,24868,88,815532,94,179109,59,167136,62,6853,42
1/4/2023,Wednesday,1,2023,3413052,66,1391449,68,26848,95,839120,97,182834,61,170847,63,7282,44
1/5/2023,Thursday,1,2023,3428520,67,1378698,67,26808,95,859218,99,175278,58,166642,62,7042,43
1/6/2023,Friday,1,2023,3229858,63,1319595,64,25824,91,873654,101,161259,53,142524,53,6050,37
1/7/2023,Saturday,1,2023,2116138,78,806981,67,14828,102,808570,106,87215,90,85244,66,2297,56
1/8/2023,Sunday,1,2023,1610764,77,628612,68,15157,112,739656,108,68647,83,64893,72,1529,56
1/9/2023,Monday,1,2023,3145743,61,1353638,66,24923,88,829372,95,173594,57,157335,58,6629,40
1/10/2023,Tuesday,1,2023,3469177,67,1412543,69,27309,97,859974,99,196817,65,179530,67,7414,45
1/11/2023,Wednesday,1,2023,3508962,68,1421914,69,27991,99,864282,99,188904,63,174349,65,7166,44
1/12/2023,Thursday,1,2023,3472709,68,1364715,67,27119,96,881579,101,188850,62,168701,63,7150,44
1/13/2023,Friday,1,2023,3270020,64,1345748,66,26085,92,922864,106,167475,55,147885,55,6042,37
1/14/2023,Saturday,1,2023,2072387,77,785952,66,15407,106,817979,107,84718,87,83565,64,2059,50
1/15/2023,Sunday,1,2023,1705804,82,621041,68,15198,113,757778,111,72479,88,70493,78,1510,55
1/16/2023,Monday,1,2023,2172218,104,884152,96,14617,108,812347,119,82416,100,75892,84,3140,115
1/17/2023,Tuesday,1,2023,3451604,67,1399573,68,27214,96,870650,100,193345,64,183674,68,7492,46
1/18/2023,Wednesday,1,2023,3603344,70,1449590,71,29223,103,877542,101,198264,66,182209,68,7488,46
1/19/2023,Thursday,1,2023,3492226,68,1327804,65,26737,95,862336,99,179752,59,170122,63,6925,42
1/20/2023,Friday,1,2023,3375887,66,1383181,68,26548,94,915022,105,173943,58,150003,56,6192,38
1/21/2023,Saturday,1,2023,2137169,79,823236,69,15580,107,826850,108,88435,91,84763,65,2058,50
1/22/2023,Sunday,1,2023,1593386,76,611151,67,14721,109,744230,109,64883,78,61728,68,1479,54
1/23/2023,Monday,1,2023,3135214,61,1281037,63,25087,89,809261,93,172927,57,155439,58,6210,38
1/24/2023,Tuesday,1,2023,3566756,69,1410676,69,27701,98,863886,99,196319,65,182127,68,7335,45
1/25/2023,Wednesday,1,2023,3511071,68,1342717,66,26738,95,815210,94,188247,62,171748,64,6937,42
1/26/2023,Thursday,1,2023,3629029,71,1408545,69,27061,96,890830,103,190219,63,173696,65,7093,43
1/27/2023,Friday,1,2023,3335372,65,1341589,66,26826,95,920095,106,178881,59,149763,56,6051,37
1/28/2023,Saturday,1,2023,2248107,83,861680,72,15577,107,841863,110,98609,101,89845,69,2333,57
1/29/2023,Sunday,1,2023,1637398,78,647923,71,15371,114,764625,112,73109,88,65422,72,1694,62
1/30/2023,Monday,1,2023,3223530,63,1371537,67,25676,91,850406,98,180476,60,159176,59,6624,40
1/31/2023,Tuesday,1,2023,3654404,71,1365926,67,27308,97,852930,98,198755,66,183484,68,7593,46
2/1/2023,Wednesday,2,2023,3682758,68,1460146,68,28492,97,868518,98,184043,61,169846,63,7588,47
2/2/2023,Thursday,2,2023,3699932,68,1478477,69,27917,95,894790,101,187799,62,169864,63,7457,46
2/3/2023,Friday,2,2023,3189550,59,1246821,58,26238,89,887417,100,158579,52,135908,50,5819,36
2/4/2023,Saturday,2,2023,1742435,61,598818,47,13439,83,737000,89,69433,74,64032,49,1555,36
2/5/2023,Sunday,2,2023,1625375,74,650623,67,15413,91,758529,101,69379,89,62639,69,1522,54
2/6/2023,Monday,2,2023,3372445,62,1431232,67,26639,91,849008,96,181320,60,157813,59,7068,44
2/7/2023,Tuesday,2,2023,3738539,69,1491417,69,28688,97,867827,98,201438,67,183389,68,7736,48
2/8/2023,Wednesday,2,2023,3780682,70,1513135,70,29653,101,884755,100,197370,65,180852,67,7647,47
2/9/2023,Thursday,2,2023,3754859,69,1462622,68,28515,97,909007,103,193326,64,172507,64,7403,46
2/10/2023,Friday,2,2023,3539529,65,1422781,66,28094,95,947991,107,179637,59,154760,57,6477,40
2/11/2023,Saturday,2,2023,2333625,81,865782,68,16638,102,865505,104,94434,101,88281,67,1615,38
2/12/2023,Sunday,2,2023,1746099,80,659496,68,16305,97,749533,99,67457,86,63383,69,1227,44
2/13/2023,Monday,2,2023,3303337,61,1381524,64,25900,88,854394,97,180002,59,159741,59,6188,38
2/14/2023,Tuesday,2,2023,3812943,70,1480867,69,29001,99,897813,102,200327,66,179811,67,7557,47
2/15/2023,Wednesday,2,2023,3762817,69,1499155,70,29119,99,904926,102,197344,65,181992,68,7491,46
2/16/2023,Thursday,2,2023,3683782,68,1461093,68,28364,96,915758,104,189802,63,172189,64,7318,45
2/17/2023,Friday,2,2023,3253165,60,1315466,61,26759,91,936689,106,172113,57,150151,56,5892,36
2/18/2023,Saturday,2,2023,2271106,79,822505,65,15612,96,860646,103,91478,98,93213,71,1266,30
2/19/2023,Sunday,2,2023,1824136,83,639980,66,16165,96,784650,104,75448,97,75064,82,959,34
2/20/2023,Monday,2,2023,2238557,102,929439,95,14818,88,809578,107,90371,116,79984,88,1547,55
2/21/2023,Tuesday,2,2023,3325542,61,1273578,59,27224,93,864047,98,194967,64,174283,65,6525,40
2/22/2023,Wednesday,2,2023,3454362,64,1305744,61,27895,95,869960,98,193753,64,171187,64,6538,40
2/23/2023,Thursday,2,2023,3498367,64,1328927,62,27336,93,906322,103,188438,62,167193,62,6695,41
2/24/2023,Friday,2,2023,3246699,60,1246797,58,26077,89,928057,105,179793,59,153058,57,5551,34
2/25/2023,Saturday,2,2023,2043635,71,800947,63,15461,95,831613,100,86403,92,81742,62,1396,33
2/26/2023,Sunday,2,2023,1625191,74,676041,69,15891,94,807475,107,74226,95,67702,74,1095,39
2/27/2023,Monday,2,2023,3337916,62,1423292,66,26730,91,854625,97,180277,60,160346,60,6752,42
2/28/2023,Tuesday,2,2023,3412079,63,1349173,63,26116,89,751643,85,177532,59,139326,52,6690,41
3/1/2023,Wednesday,3,2023,3780713,68,1511792,67,29449,99,901530,98,192142,61,176661,64,7403,46
3/2/2023,Thursday,3,2023,3765925,68,1493623,67,28978,97,934427,101,195243,62,176678,64,7434,47
3/3/2023,Friday,3,2023,3481830,63,1417670,63,27298,92,933992,101,172623,55,150603,55,6167,39
3/4/2023,Saturday,3,2023,2173217,71,870341,65,16263,96,844751,97,96720,90,84352,62,1449,29
3/5/2023,Sunday,3,2023,1772121,77,712408,72,16956,96,831376,103,81079,93,72918,77,1215,39
3/6/2023,Monday,3,2023,3427019,62,1460599,65,27550,93,875696,95,185896,59,163314,59,6849,43
3/7/2023,Tuesday,3,2023,3773780,68,1490272,66,28417,96,887227,96,205559,66,186615,68,7607,48
3/8/2023,Wednesday,3,2023,3842861,69,1514182,68,30476,102,918426,100,203258,65,186940,68,7452,47
3/9/2023,Thursday,3,2023,3827656,69,1515155,68,29847,100,944406,102,201711,64,186197,68,7211,45
3/10/2023,Friday,3,2023,3502339,63,1408909,63,28209,95,964271,105,182873,58,160550,58,6135,38
3/11/2023,Saturday,3,2023,2230530,73,821990,62,15493,91,842108,97,78979,73,88667,65,1796,35
3/12/2023,Sunday,3,2023,1773585,77,686039,69,16644,94,832873,103,75970,88,70403,75,1547,49
3/13/2023,Monday,3,2023,3352388,60,1377045,61,26027,88,852961,93,179787,57,157310,57,6358,40
3/14/2023,Tuesday,3,2023,3577250,64,1360497,61,26262,88,775384,84,189402,60,159031,58,6866,43
3/15/2023,Wednesday,3,2023,3912366,70,1493605,67,29687,100,916918,100,205092,65,187128,68,7473,47
3/16/2023,Thursday,3,2023,3949788,71,1522248,68,30151,101,976134,106,209838,67,187573,68,7562,47
3/17/2023,Friday,3,2023,3661519,66,1408472,63,28094,94,965113,105,199191,64,171443,62,6790,43
3/18/2023,Saturday,3,2023,2417873,79,921569,69,16828,99,924274,106,102021,95,101788,75,1839,36
3/19/2023,Sunday,3,2023,1894476,83,661736,67,16471,93,880371,109,82032,95,72936,77,1247,40
3/20/2023,Monday,3,2023,3442589,62,1444823,64,26951,91,896248,97,191367,61,167256,61,6895,43
3/21/2023,Tuesday,3,2023,3801084,68,1511670,67,29466,99,918684,100,213026,68,189925,69,7850,49
3/22/2023,Wednesday,3,2023,3797399,68,1509096,67,29999,101,920292,100,202826,65,184321,67,7589,48
3/23/2023,Thursday,3,2023,3774396,68,1466839,65,29189,98,934634,101,200870,64,177877,65,7208,45
3/24/2023,Friday,3,2023,3534300,63,1420346,63,27883,94,959147,104,188352,60,159574,58,6133,38
3/25/2023,Saturday,3,2023,2153554,70,784068,59,15556,92,830547,95,89101,83,82702,61,1765,35
3/26/2023,Sunday,3,2023,1939984,85,724870,73,16878,96,871824,108,83054,96,81819,87,1648,52
3/27/2023,Monday,3,2023,3397258,61,1426226,64,26394,89,885237,96,192461,61,166543,60,6675,42
3/28/2023,Tuesday,3,2023,3765920,68,1490842,67,28923,97,894984,97,207837,66,189294,69,7541,47
3/29/2023,Wednesday,3,2023,3872948,70,1521968,68,29771,100,922903,100,208736,67,187520,68,7825,49
3/30/2023,Thursday,3,2023,3860289,69,1486845,66,29363,99,957635,104,200601,64,187344,68,7512,47
3/31/2023,Friday,3,2023,3573735,64,1423686,64,28599,96,977962,106,184342,59,158879,58,6426,40
4/1/2023,Saturday,4,2023,2283533,72,842213,63,16428,98,856286,94,82140,72,88096,59,1520,30
4/2/2023,Sunday,4,2023,1949665,80,716880,72,17660,95,855422,99,76059,83,79027,77,1319,40
4/3/2023,Monday,4,2023,3597785,65,1475017,67,27387,95,899177,96,182947,59,162370,57,7076,44
4/4/2023,Tuesday,4,2023,3906882,70,1519740,70,29698,103,913561,97,200063,64,188769,66,7633,47
4/5/2023,Wednesday,4,2023,3799965,68,1432322,66,29462,102,938533,100,205060,66,185283,65,7163,44
4/6/2023,Thursday,4,2023,3421271,61,1264311,58,27061,94,914933,97,193340,62,169192,59,6122,38
4/7/2023,Friday,4,2023,3130675,56,1150222,53,23831,82,900772,96,187800,60,159262,56,4925,30
4/8/2023,Saturday,4,2023,2393347,76,882727,66,16256,97,872566,96,108740,95,99273,67,2393,47
4/9/2023,Sunday,4,2023,1855826,76,654259,66,19026,102,904505,104,98030,107,85620,83,1916,59
4/10/2023,Monday,4,2023,3142740,56,1236634,57,24135,83,922582,98,191412,62,170713,60,6121,38
4/11/2023,Tuesday,4,2023,3537843,63,1316710,60,27777,96,895251,95,210828,68,193831,68,7081,44
4/12/2023,Wednesday,4,2023,3576687,64,1311418,60,28326,98,890891,95,207802,67,191574,67,6863,42
4/13/2023,Thursday,4,2023,3628304,65,1311906,60,28451,98,939226,100,200072,64,183658,64,6668,41
4/14/2023,Friday,4,2023,3471420,62,1294357,59,27514,95,989052,105,190858,61,173790,61,5869,36
4/15/2023,Saturday,4,2023,2365464,75,890050,67,16804,101,916008,100,99793,87,103902,70,1743,34
4/16/2023,Sunday,4,2023,1864753,77,728462,73,16835,90,881923,102,80318,88,85026,83,1309,40
4/17/2023,Monday,4,2023,3418834,61,1438043,66,27611,95,897271,95,188445,61,167759,58,6926,43
4/18/2023,Tuesday,4,2023,3862133,69,1526133,70,29658,103,929653,99,207882,67,194548,68,7879,49
4/19/2023,Wednesday,4,2023,3927706,70,1530452,70,30829,107,952981,101,206116,66,195085,68,7889,49
4/20/2023,Thursday,4,2023,4002433,72,1520258,70,30106,104,1014633,108,208664,67,189699,66,7577,47
4/21/2023,Friday,4,2023,3492257,63,1310737,60,27777,96,994549,106,195442,63,174727,61,6005,37
4/22/2023,Saturday,4,2023,2506140,79,893014,67,16865,101,931077,102,106134,93,106032,71,1715,34
4/23/2023,Sunday,4,2023,1923243,79,673668,68,15947,85,880726,102,87793,96,79003,77,1326,41
4/24/2023,Monday,4,2023,3561262,64,1466762,67,27254,94,911973,97,196593,63,173997,61,7020,43
4/25/2023,Tuesday,4,2023,3956922,71,1529162,70,29504,102,927611,99,216767,70,192115,67,7806,48
4/26/2023,Wednesday,4,2023,3994837,72,1531476,70,30191,104,947254,101,216097,70,191885,67,7758,48
4/27/2023,Thursday,4,2023,3999831,72,1506783,69,29969,104,981809,104,216674,70,184365,64,7564,47
4/28/2023,Friday,4,2023,3703088,66,1424078,65,28306,98,996548,106,195436,63,160861,56,6441,40
4/29/2023,Saturday,4,2023,2179978,69,715608,54,15688,94,832504,91,85167,75,77009,52,1871,37
4/30/2023,Sunday,4,2023,1744098,72,578075,58,15451,83,786171,91,75065,82,65334,63,1355,42
5/1/2023,Monday,5,2023,3664755,64,1465598,64,27445,93,922971,96,188566,59,167178,58,6960,40
5/2/2023,Tuesday,5,2023,3961858,69,1498566,66,29472,100,916459,95,211550,66,197217,69,7749,45
5/3/2023,Wednesday,5,2023,4030601,70,1533714,67,30850,105,940822,98,209450,66,195363,68,7862,45
5/4/2023,Thursday,5,2023,3985001,70,1497427,66,30449,104,966836,100,206323,65,189538,66,7417,43
5/5/2023,Friday,5,2023,3759375,66,1450598,64,28952,98,1011491,105,200675,63,170610,60,6514,37
5/6/2023,Saturday,5,2023,2563102,80,934630,67,18349,106,976630,102,111525,94,103318,69,2584,53
5/7/2023,Sunday,5,2023,2033790,85,705419,73,17822,105,902067,106,92076,94,83007,80,2705,77
5/8/2023,Monday,5,2023,3563340,62,1460932,64,27771,94,935045,97,198056,62,180789,63,7196,41
5/9/2023,Tuesday,5,2023,3925555,69,1524892,67,29923,102,955033,99,221290,69,205069,72,7827,45
5/10/2023,Wednesday,5,2023,4014009,70,1528140,67,31360,107,981586,102,221747,69,203414,71,7998,46
5/11/2023,Thursday,5,2023,4015942,70,1535264,67,30899,105,1016578,106,210683,66,201006,70,7619,44
5/12/2023,Friday,5,2023,3723192,65,1436385,63,29397,100,1043802,108,201367,63,185027,65,6629,38
5/13/2023,Saturday,5,2023,2487178,77,918257,66,18340,106,1008311,105,113810,96,109940,73,1973,41
5/14/2023,Sunday,5,2023,1926966,81,690606,72,20222,119,981015,115,102178,105,101088,97,1654,47
5/15/2023,Monday,5,2023,3553443,62,1440741,63,25892,88,947897,98,201209,63,184909,65,6956,40
5/16/2023,Tuesday,5,2023,4002015,70,1519397,67,29747,101,965091,100,227489,71,207484,72,7930,46
5/17/2023,Wednesday,5,2023,4104786,72,1518546,67,30423,103,985531,102,223059,70,206630,72,7118,41
5/18/2023,Thursday,5,2023,4082154,71,1492657,66,29842,101,1008886,105,218955,69,198433,69,7530,43
5/19/2023,Friday,5,2023,3789929,66,1431269,63,28381,97,1024064,106,208310,65,181114,63,6362,37
5/20/2023,Saturday,5,2023,2314672,72,760830,55,16570,96,888784,93,102957,87,95625,63,1970,41
5/21/2023,Sunday,5,2023,2132724,89,727850,76,17545,103,959948,113,103484,106,91335,88,1919,55
5/22/2023,Monday,5,2023,3571748,62,1446015,64,27038,92,942741,98,203122,64,186008,65,6935,40
5/23/2023,Tuesday,5,2023,3929003,69,1500973,66,29538,100,953703,99,219619,69,214621,75,7928,46
5/24/2023,Wednesday,5,2023,3960264,69,1499943,66,30495,104,983724,102,219886,69,208487,73,7667,44
5/25/2023,Thursday,5,2023,3859385,67,1459601,64,29311,100,1007341,105,215946,68,201855,71,7183,41
5/26/2023,Friday,5,2023,3496511,61,1370252,60,27037,92,994185,103,207347,65,187188,65,5747,33
5/27/2023,Saturday,5,2023,2375741,74,848442,61,16731,97,925766,97,116439,98,120011,80,2913,60
5/28/2023,Sunday,5,2023,2029088,85,707787,73,17527,103,906089,106,102985,106,102009,98,2426,69
5/29/2023,Monday,5,2023,1952779,82,758893,79,12121,71,836613,98,99456,102,86149,83,2520,72
5/30/2023,Tuesday,5,2023,3714864,65,1438285,63,27645,94,959824,100,227623,71,205661,72,7398,43
5/31/2023,Wednesday,5,2023,3911382,68,1480801,65,30078,102,971602,101,229227,72,211998,74,7691,44
6/1/2023,Thursday,6,2023,3894167,69,1457503,68,30088,103,1006107,102,210483,63,191410,65,7152,44
6/2/2023,Friday,6,2023,3626490,65,1399462,65,29570,101,1011244,103,202543,61,170399,58,6470,40
6/3/2023,Saturday,6,2023,2411704,75,899212,64,18118,105,958346,97,115723,94,102668,65,1837,36
6/4/2023,Sunday,6,2023,1988330,76,714218,66,18429,102,931347,101,103120,105,88859,81,1573,40
6/5/2023,Monday,6,2023,3544106,63,1432156,67,27920,95,938818,95,200806,60,183510,62,6892,43
6/6/2023,Tuesday,6,2023,3929131,70,1474317,69,29999,102,945555,96,218376,66,213292,72,7795,48
6/7/2023,Wednesday,6,2023,3743889,67,1390834,65,31147,106,941798,96,212982,64,202951,69,7334,45
6/8/2023,Thursday,6,2023,3268529,58,1216291,57,27689,95,932162,95,189487,57,176985,60,5503,34
6/9/2023,Friday,6,2023,3425232,61,1256670,58,25845,88,1005974,102,214001,64,185677,63,5482,34
6/10/2023,Saturday,6,2023,2608756,81,892936,64,17996,104,991238,101,139304,113,117616,74,1978,39
6/11/2023,Sunday,6,2023,2075651,79,695200,64,17958,99,976811,106,106971,109,98115,90,1582,41
6/12/2023,Monday,6,2023,3479404,62,1394575,65,27520,94,939370,96,202015,61,185343,63,6744,42
6/13/2023,Tuesday,6,2023,3968160,71,1500122,70,30441,104,971010,99,233588,70,212364,72,7850,48
6/14/2023,Wednesday,6,2023,3893073,69,1434687,67,30661,105,971437,99,235667,71,207746,70,7234,45
6/15/2023,Thursday,6,2023,3928393,70,1475300,69,31298,107,1028832,105,228608,69,206188,70,7390,46
6/16/2023,Friday,6,2023,3395938,61,1300751,61,28693,98,1025514,104,214883,65,177916,60,5960,37
6/17/2023,Saturday,6,2023,2399521,74,872453,62,17967,104,1000053,102,138654,113,111460,70,2632,52
6/18/2023,Sunday,6,2023,1977582,76,707615,65,19384,107,971860,105,119996,122,95597,88,2029,52
6/19/2023,Monday,6,2023,2636887,101,1075747,99,17494,97,964071,104,196645,200,168591,154,4094,105
6/20/2023,Tuesday,6,2023,3782810,67,1434258,67,29482,101,979074,100,235806,71,224371,76,7540,47
6/21/2023,Wednesday,6,2023,3902298,70,1430476,67,31019,106,999201,102,242162,73,221141,75,7551,47
6/22/2023,Thursday,6,2023,3782472,67,1367709,64,29220,100,1013372,103,233588,70,208969,71,6956,43
6/23/2023,Friday,6,2023,3470575,62,1282954,60,28619,98,1022942,104,222283,67,188373,64,6167,38
6/24/2023,Saturday,6,2023,2467994,77,844674,60,16937,98,951605,97,128075,104,109217,69,2551,50
6/25/2023,Sunday,6,2023,2222704,85,689020,63,17103,95,948428,103,123527,125,113238,104,2248,58
6/26/2023,Monday,6,2023,3341322,60,1314743,61,26823,92,962862,98,218393,66,185070,63,6516,40
6/27/2023,Tuesday,6,2023,3744227,67,1391914,65,29246,100,969784,99,231738,70,209234,71,7633,47
6/28/2023,Wednesday,6,2023,3634270,65,1305832,61,29092,99,988315,101,233457,70,207293,70,6762,42
6/29/2023,Thursday,6,2023,3653631,65,1307649,61,28876,99,1036568,105,233625,70,200724,68,6946,43
6/30/2023,Friday,6,2023,3259767,58,1248822,58,28028,96,1043286,106,219673,66,178064,60,5817,36
7/1/2023,Saturday,7,2023,2239529,79,859295,64,17093,108,956890,103,120270,94,99597,64,2745,54
7/2/2023,Sunday,7,2023,1783757,76,668297,61,16717,101,832828,94,92780,89,74415,70,1988,56
7/3/2023,Monday,7,2023,2662052,50,1117930,54,23795,84,860662,90,149641,47,128417,45,4718,34
7/4/2023,Tuesday,7,2023,1791179,77,631937,58,13059,79,715453,81,96458,92,84010,79,2305,65
7/5/2023,Wednesday,7,2023,3318379,63,1296583,63,28774,101,963342,100,211448,67,189434,67,6472,47
7/6/2023,Thursday,7,2023,3494806,66,1333630,64,29894,105,959636,100,209335,66,186822,66,6608,48
7/7/2023,Friday,7,2023,3292266,62,1273900,61,28609,101,977009,102,197892,62,171597,61,5868,43
7/8/2023,Saturday,7,2023,2308794,82,867047,64,17879,113,949008,103,120931,95,107854,70,2695,53
7/9/2023,Sunday,7,2023,1776607,76,651953,59,16695,101,869686,98,95243,91,83783,79,1914,54
7/10/2023,Monday,7,2023,3208730,61,1307297,63,27354,96,925569,96,196506,62,171497,61,6175,45
7/11/2023,Tuesday,7,2023,3613670,68,1381701,67,30085,106,952112,99,221923,70,200151,71,7149,52
7/12/2023,Wednesday,7,2023,3696737,70,1383484,67,31015,109,977898,102,218097,69,199169,70,6901,50
7/13/2023,Thursday,7,2023,3648007,69,1359302,66,29980,106,990761,103,218715,69,190952,67,6888,50
7/14/2023,Friday,7,2023,3209393,61,1231624,59,28489,100,986748,103,198119,63,163840,58,5588,41
7/15/2023,Saturday,7,2023,2326054,82,889709,66,18043,114,983132,106,124007,97,107124,69,2409,47
7/16/2023,Sunday,7,2023,1599858,68,583645,53,16496,100,817659,92,89763,86,72406,68,1559,44
7/17/2023,Monday,7,2023,3282092,62,1310810,63,27637,97,964710,100,205378,65,182216,64,6345,46
7/18/2023,Tuesday,7,2023,3584819,68,1313665,63,29105,103,944208,98,225299,71,204203,72,6766,49
7/19/2023,Wednesday,7,2023,3679343,70,1342781,65,30527,108,969944,101,224202,71,203857,72,6938,50
7/20/2023,Thursday,7,2023,3711017,70,1333607,64,29745,105,1004167,104,224327,71,197400,70,6858,50
7/21/2023,Friday,7,2023,3227154,61,1211839,58,27485,97,1000836,104,201177,64,176892,62,5389,39
7/22/2023,Saturday,7,2023,2459990,87,894490,66,18283,115,1005606,109,133328,104,93215,60,2117,42
7/23/2023,Sunday,7,2023,1984503,85,723774,66,18021,109,988636,112,116485,111,94729,89,1511,42
7/24/2023,Monday,7,2023,3255379,62,1302964,63,27222,96,948855,99,206025,65,180716,64,6175,45
7/25/2023,Tuesday,7,2023,3630414,69,1307716,63,29285,103,939926,98,226651,72,211053,75,7050,51
7/26/2023,Wednesday,7,2023,3758378,71,1382345,67,30501,108,977673,102,226363,71,210315,74,7298,53
7/27/2023,Thursday,7,2023,3580012,68,1313385,63,28692,101,973315,101,219460,69,187729,66,6788,49
7/28/2023,Friday,7,2023,3266199,62,1246295,60,27522,97,1023958,107,205845,65,170128,60,5631,41
7/29/2023,Saturday,7,2023,2251524,80,856921,63,16747,105,957063,104,120457,94,100508,65,2314,45
7/30/2023,Sunday,7,2023,1952433,83,705279,64,17450,106,989071,112,116784,111,91861,87,2077,58
7/31/2023,Monday,7,2023,3204920,61,1283835,62,26682,94,969712,101,205976,65,185348,65,6161,45
8/1/2023,Tuesday,8,2023,3598379,70,1357252,67,29354,105,954649,98,221518,71,199547,73,7060,53
8/2/2023,Wednesday,8,2023,3640307,71,1359233,67,30380,109,964978,99,219641,70,201003,74,6913,52
8/3/2023,Thursday,8,2023,3609076,70,1350472,67,30483,109,994978,102,220565,71,197044,72,6753,50
8/4/2023,Friday,8,2023,3228510,63,1241122,61,28128,101,987994,102,193528,62,171533,63,5593,42
8/5/2023,Saturday,8,2023,2364364,80,879423,64,18835,113,969702,101,122596,92,114660,76,2838,60
8/6/2023,Sunday,8,2023,1910841,80,715130,65,18805,105,956499,104,107399,103,96010,92,2171,60
8/7/2023,Monday,8,2023,3041001,59,1208443,60,27174,97,901342,93,191530,61,163799,60,5884,44
8/8/2023,Tuesday,8,2023,3510047,68,1339073,66,29435,105,933802,96,218555,70,193867,71,7035,53
8/9/2023,Wednesday,8,2023,3613062,70,1369095,68,30849,110,960119,99,224241,72,192028,70,6858,51
8/10/2023,Thursday,8,2023,3429304,67,1262073,63,29758,107,956875,98,208782,67,178768,66,6333,47
8/11/2023,Friday,8,2023,3311714,64,1275618,63,29109,104,1018825,105,206947,66,171116,63,6119,46
8/12/2023,Saturday,8,2023,2366787,81,844749,61,18390,111,970527,101,131586,99,109269,72,2835,60
8/13/2023,Sunday,8,2023,1953558,82,690541,62,18071,101,965362,105,112932,109,93730,90,2196,61
8/14/2023,Monday,8,2023,3092801,60,1246445,62,27185,97,939920,97,201352,64,168873,62,6051,45
8/15/2023,Tuesday,8,2023,3385996,66,1273782,63,29122,104,924053,95,212116,68,187441,69,6680,50
8/16/2023,Wednesday,8,2023,3447648,67,1300953,64,30763,110,956351,98,217398,70,190267,70,6652,50
8/17/2023,Thursday,8,2023,3385056,66,1275993,63,30045,108,975018,100,212321,68,180631,66,6360,48
8/18/2023,Friday,8,2023,3182516,62,1208502,60,27468,98,999976,103,208639,67,174410,64,5361,40
8/19/2023,Saturday,8,2023,2358962,80,856814,62,19246,116,983353,103,144076,108,124069,82,2665,57
8/20/2023,Sunday,8,2023,1870625,79,689829,62,18004,100,958807,104,101351,97,94332,91,2065,58
8/21/2023,Monday,8,2023,2971166,58,1199440,59,26325,94,929844,96,198534,63,170102,62,5857,44
8/22/2023,Tuesday,8,2023,3352769,65,1263459,63,28913,104,928605,96,213724,68,194321,71,6463,48
8/23/2023,Wednesday,8,2023,3412842,66,1272485,63,30187,108,954470,98,215258,69,192053,70,6566,49
8/24/2023,Thursday,8,2023,3297927,64,1201155,60,28689,103,958830,99,204439,65,176827,65,6191,46
8/25/2023,Friday,8,2023,3034255,59,1143010,57,26511,95,953126,98,191119,61,153854,56,4891,37
8/26/2023,Saturday,8,2023,2281885,78,844428,61,18024,108,954892,100,122930,92,100194,66,2700,57
8/27/2023,Sunday,8,2023,1909806,80,702984,64,18022,100,943519,103,106913,103,85878,83,2088,58
8/28/2023,Monday,8,2023,3121505,61,1240688,61,26613,95,932328,96,215843,69,170897,63,6179,46
8/29/2023,Tuesday,8,2023,3401088,66,1284953,64,28250,101,930248,96,235092,75,189077,69,6677,50
